> ls -d edu.ru 
[ns.msu.ru]
 edu.ru.                        SOA    ns.informika.ru hostmaster.informika.ru. (3018030303 43200 7200 1468800 172800)
 GAZETA                         NS     dns2.yandex.ru                
 geomgpu                        NS     ns1.ucoz.net                  
 geomgpu                        NS     ns2.ucoz.net                  
 germany-russia                 MX     5    relay.informika.ru
 germany-russia                 A      194.226.214.25
 de.germany-russia              A      194.226.214.25
 sci.germany-russia             A      194.226.215.219
 www.germany-russia             A      194.226.214.25
 gfi                            NS     NS1.AFRAID.ORG                
 gfi                            NS     NS2.AFRAID.ORG                
 gfi                            NS     NS3.AFRAID.ORG                
 gfi                            NS     NS4.AFRAID.ORG                
 gia                            A      62.76.166.20
 adm.gia                        A      193.27.215.60
 test.gia                       A      193.27.215.60
 www.gia                        A      62.76.166.20
 gimn8                          NS     ns1.hostinger.ru              
 gimn8                          NS     ns2.hostinger.ru              
 gimn8                          NS     ns3.hostinger.ru              
 gimn8                          NS     ns4.hostinger.ru              
 gimnazia7                      NS     ns1.ru-hoster.com             
 gimnazia7                      NS     ns2.ru-hoster.com             
 gk52                           NS     dns1.yandex.net               
 gk52                           NS     dns2.yandex.net               
 GNESINKA                       NS     dns1.yandex.ru                
 GNESINKA                       NS     dns2.yandex.ru                
 golubok                        NS     ns.masterhost.ru              
 golubok                        NS     ns1.masterhost.ru             
 golubok                        NS     ns2.masterhost.ru             
 graduate                       NS     ns3.datafort.ru               
 graduate                       NS     ns4.datafort.ru               
 graduates                      NS     ns3.datafort.ru               
 graduates                      NS     ns4.datafort.ru               
 GRAIVORON                      NS     ns1.ucoz.ru                   
 GRAIVORON                      NS     ns2.ucoz.ru                   
 GREENSCHOOL                    NS     ns.masterhost.ru              
 GREENSCHOOL                    NS     ns1.masterhost.ru             
 GREENSCHOOL                    NS     ns2.masterhost.ru             
 gti                            NS     ns.gti.edu.ru                 
 gti                            NS     ns.runnet.ru                  
 ns.gti                         A      82.137.162.1
